Date,Platform,Post_ID,Content_Type,Likes,Shares,Comments,Impressions,Followers
03/12/2023,Instagram,Post_43,Carousel,430,456,240,6215,185955
07/05/2023,Instagram,Post_36,Image,620,7,82,25662,104380
07/01/2023,Instagram,Post_43,Text,124,327,0,20975,181365
9/28/2023,Instagram,Post_5,Image,852,324,246,28819,27065
11/20/2023,Facebook,Post_23,Carousel,790,435,232,50407,99198
10/22/2023,Twitter,Post_43,Text,405,94,38,88352,33989
09/04/2023,Twitter,Post_64,Carousel,82,6,285,73972,32685
9/30/2023,Twitter,Post_38,Image,818,487,47,89360,23245
09/03/2023,Facebook,Post_66,Carousel,663,449,42,14017,41867
8/27/2023,Facebook,Post_24,Carousel,846,350,163,55703,69322
07/09/2023,Facebook,Post_59,Text,329,476,87,82809,23699
03/11/2023,Instagram,Post_52,Text,390,409,57,64503,154328
11/17/2023,Instagram,Post_63,Image,200,122,56,84924,191245
3/22/2023,Instagram,Post_80,Image,407,349,243,46677,188390
6/27/2023,Instagram,Post_62,Video,951,495,295,92912,164362
10/07/2023,Twitter,Post_2,Text,653,1,182,42909,43857
07/04/2023,Facebook,Post_75,Carousel,121,355,233,2579,35892
03/04/2023,Instagram,Post_32,Video,550,54,13,40698,174669
12/04/2023,Instagram,Post_41,Video,828,148,207,80703,29195
08/02/2023,Facebook,Post_44,Text,62,331,99,92682,69053
3/21/2023,Instagram,Post_100,Video,80,8,62,48184,131168
11/05/2023,Facebook,Post_100,Image,287,80,50,35465,87798
09/03/2023,Facebook,Post_94,Carousel,576,65,167,96962,82232
05/08/2023,Facebook,Post_69,Text,414,158,278,65155,30919
6/25/2023,Twitter,Post_7,Text,515,62,256,40559,29491
03/02/2023,Twitter,Post_3,Text,791,85,50,81903,42211
7/21/2023,Instagram,Post_58,Carousel,760,204,49,68852,61276
6/22/2023,Instagram,Post_52,Image,992,127,31,16631,140460
11/27/2023,Twitter,Post_92,Carousel,527,498,60,49855,34349
10/05/2023,Instagram,Post_85,Video,510,3,273,79034,198171
5/13/2023,Facebook,Post_4,Image,246,322,199,72839,70205
3/17/2023,Twitter,Post_53,Carousel,78,233,92,43704,32035
02/02/2023,Facebook,Post_6,Image,133,244,135,6974,23047
5/23/2023,Facebook,Post_28,Carousel,575,375,194,25563,23951
3/26/2023,Twitter,Post_89,Video,452,78,265,75541,48615
5/20/2023,Instagram,Post_24,Image,502,442,258,5250,96111
10/15/2023,Twitter,Post_39,Carousel,663,108,253,13388,33207
8/13/2023,Facebook,Post_37,Carousel,865,401,224,94919,35153
09/06/2023,Instagram,Post_100,Text,916,144,124,19782,101412
09/05/2023,Facebook,Post_81,Text,582,400,269,88477,80202
6/15/2023,Instagram,Post_94,Video,672,77,176,93855,193744
2/25/2023,Facebook,Post_32,Image,602,160,249,97189,12940
02/08/2023,Instagram,Post_20,Image,404,9,165,67041,148987
3/29/2023,Instagram,Post_38,Image,407,262,168,44122,75806
7/23/2023,Facebook,Post_35,Image,831,71,166,29678,12833
12/09/2023,Twitter,Post_62,Image,452,218,161,51261,46907
7/17/2023,Instagram,Post_67,Image,896,427,72,65784,26792
8/30/2023,Instagram,Post_17,Image,134,451,81,96382,108190
4/30/2023,Facebook,Post_10,Text,302,258,280,29515,67212
11/16/2023,Twitter,Post_17,Carousel,388,100,206,36916,35386
4/26/2023,Twitter,Post_73,Video,503,459,96,84827,24514
9/23/2023,Instagram,Post_44,Video,48,265,65,48853,182063
8/15/2023,Instagram,Post_62,Text,341,475,287,40821,97387
3/28/2023,Instagram,Post_62,Text,371,399,212,72688,22883
12/03/2023,Facebook,Post_29,Image,370,432,99,98084,76680
9/21/2023,Facebook,Post_40,Image,410,275,161,79895,84098
1/23/2023,Instagram,Post_82,Carousel,853,70,91,99983,30832
08/02/2023,Instagram,Post_92,Image,787,232,138,99089,25400
6/22/2023,Facebook,Post_87,Video,766,381,146,13764,67215
3/26/2023,Instagram,Post_35,Image,230,275,183,63090,127481
2/23/2023,Facebook,Post_74,Carousel,889,128,111,15000,72245
7/30/2023,Twitter,Post_47,Text,371,269,273,73020,15053
9/26/2023,Twitter,Post_92,Text,761,64,199,26745,5471
07/11/2023,Facebook,Post_93,Video,519,34,113,27823,14897
12/26/2023,Facebook,Post_100,Image,972,265,188,68101,67776
5/23/2023,Facebook,Post_93,Carousel,283,434,56,58559,26611
12/13/2023,Twitter,Post_33,Carousel,573,64,181,45145,47625
7/28/2023,Instagram,Post_99,Video,120,414,162,17346,29866
10/16/2023,Facebook,Post_77,Text,40,421,250,93056,88365
09/06/2023,Facebook,Post_24,Image,925,133,270,43842,31811
5/27/2023,Instagram,Post_13,Text,602,272,17,45811,169315
11/22/2023,Instagram,Post_97,Video,837,52,240,90435,29627
11/29/2023,Facebook,Post_73,Carousel,955,329,131,9928,89261
1/30/2023,Facebook,Post_16,Carousel,817,490,42,90508,86541
1/13/2023,Twitter,Post_75,Text,804,263,142,97212,19949
01/09/2023,Instagram,Post_42,Video,958,187,272,25261,49958
09/09/2023,Twitter,Post_69,Video,415,347,285,9467,43378
09/09/2023,Facebook,Post_2,Text,897,73,4,96347,91188
12/10/2023,Twitter,Post_21,Image,356,458,123,85090,26134
04/09/2023,Twitter,Post_48,Carousel,577,62,50,5851,24597
8/29/2023,Facebook,Post_10,Image,417,492,299,14457,21714
7/27/2023,Twitter,Post_32,Image,786,269,56,15556,8385
6/22/2023,Twitter,Post_96,Image,653,432,21,3859,47941
05/06/2023,Instagram,Post_65,Text,21,466,179,30769,191532
06/10/2023,Facebook,Post_40,Image,951,209,34,89029,49892
12/31/2023,Facebook,Post_62,Image,400,302,244,64041,24503
6/26/2023,Twitter,Post_71,Text,659,161,198,82576,33776
1/24/2023,Facebook,Post_47,Image,223,118,100,16908,55777
1/26/2023,Instagram,Post_88,Video,256,184,159,55399,56953
2/20/2023,Facebook,Post_94,Text,479,441,40,64165,93291
01/09/2023,Instagram,Post_16,Video,761,330,282,26030,55748
2/13/2023,Facebook,Post_3,Video,671,468,180,25381,44741
7/21/2023,Facebook,Post_10,Image,409,18,252,2835,30670
5/16/2023,Twitter,Post_96,Text,544,381,228,6117,24915
07/02/2023,Facebook,Post_45,Video,879,129,86,84722,98976
10/19/2023,Facebook,Post_91,Text,772,397,124,18431,35498
10/10/2023,Facebook,Post_78,Carousel,914,128,142,3521,71767
11/20/2023,Facebook,Post_88,Image,15,397,3,99301,90111
10/13/2023,Twitter,Post_94,Text,316,185,53,21656,25733
5/24/2023,Facebook,Post_17,Image,538,239,80,59232,28720
8/14/2023,Twitter,Post_75,Text,823,396,142,28186,19607
10/01/2023,Instagram,Post_84,Video,330,433,153,43174,134190
12/15/2023,Instagram,Post_52,Text,712,107,239,16168,61587
3/31/2023,Facebook,Post_100,Text,151,473,82,13421,82177
10/24/2023,Instagram,Post_76,Carousel,440,389,48,96702,30134
4/29/2023,Instagram,Post_97,Image,851,125,157,48614,42794
05/10/2023,Facebook,Post_42,Video,145,391,182,14721,98380
4/24/2023,Facebook,Post_81,Image,384,278,124,24912,57706
06/11/2023,Facebook,Post_19,Text,697,260,169,76901,25317
03/06/2023,Facebook,Post_73,Image,318,95,61,7478,20675
11/08/2023,Twitter,Post_58,Image,894,271,299,27898,21266
5/30/2023,Twitter,Post_71,Image,570,423,48,36910,27303
10/08/2023,Facebook,Post_4,Carousel,308,21,71,66042,56211
9/25/2023,Facebook,Post_70,Text,426,422,107,58452,27971
12/13/2023,Instagram,Post_15,Image,410,233,132,26034,196770
7/23/2023,Facebook,Post_70,Text,656,479,272,97014,38393
12/26/2023,Facebook,Post_59,Image,158,457,68,58479,72440
2/22/2023,Twitter,Post_77,Video,442,390,192,50063,19154
8/30/2023,Twitter,Post_28,Image,774,245,107,39080,12055
04/09/2023,Twitter,Post_1,Carousel,437,254,292,15651,17127
2/26/2023,Facebook,Post_68,Image,862,46,256,19014,27971
03/03/2023,Instagram,Post_64,Carousel,394,215,43,94224,115917
10/16/2023,Instagram,Post_42,Text,386,330,250,27747,151892
8/29/2023,Facebook,Post_43,Text,269,220,49,24166,55267
10/05/2023,Instagram,Post_24,Carousel,183,3,129,78529,123285
08/09/2023,Facebook,Post_81,Carousel,168,367,46,79167,35153
04/04/2023,Facebook,Post_12,Image,4,434,32,25842,49661
03/09/2023,Instagram,Post_58,Carousel,965,192,80,88941,170744
12/10/2023,Twitter,Post_44,Image,699,96,34,23268,13924
5/16/2023,Instagram,Post_34,Video,153,167,257,77664,120461
02/05/2023,Twitter,Post_3,Carousel,590,88,206,45252,38904
03/07/2023,Twitter,Post_57,Text,15,313,21,70095,33468
7/28/2023,Facebook,Post_72,Text,397,102,278,42969,45158
7/14/2023,Twitter,Post_27,Image,736,361,215,57956,13726
10/20/2023,Facebook,Post_80,Text,12,118,70,44794,65850
8/15/2023,Twitter,Post_20,Carousel,812,264,117,30480,46827
1/15/2023,Instagram,Post_30,Carousel,352,386,107,13020,32944
11/28/2023,Instagram,Post_66,Image,859,149,79,61371,122729
02/04/2023,Instagram,Post_18,Text,841,482,121,91754,53856
1/20/2023,Instagram,Post_91,Text,997,37,287,62797,162061
5/16/2023,Instagram,Post_25,Image,478,469,64,45919,73204
04/08/2023,Instagram,Post_49,Carousel,950,193,233,12961,64258
12/17/2023,Twitter,Post_64,Video,972,383,103,50171,42211
01/10/2023,Twitter,Post_23,Video,484,80,150,47457,15846
08/03/2023,Facebook,Post_84,Text,526,348,174,7687,42327
9/20/2023,Instagram,Post_33,Video,26,463,294,47134,157729
5/26/2023,Twitter,Post_47,Video,297,19,112,49043,24061
1/22/2023,Facebook,Post_7,Text,216,189,27,46590,15583
11/09/2023,Twitter,Post_48,Text,604,138,98,60514,6361
6/16/2023,Twitter,Post_95,Video,400,182,64,78990,8028
3/25/2023,Facebook,Post_45,Video,216,67,131,85777,96916
11/28/2023,Instagram,Post_17,Video,219,329,245,44392,60410
3/30/2023,Facebook,Post_4,Carousel,396,158,10,80816,75861
12/24/2023,Instagram,Post_53,Image,146,429,69,76003,133928
06/06/2023,Facebook,Post_17,Text,761,263,3,35022,63742
07/01/2023,Facebook,Post_57,Carousel,788,361,257,61746,25757
5/13/2023,Instagram,Post_51,Image,742,318,44,31613,51637
01/02/2023,Facebook,Post_2,Video,561,97,14,4678,39006
02/10/2023,Twitter,Post_60,Carousel,682,183,221,51432,45968
4/17/2023,Twitter,Post_77,Video,196,135,267,32996,10348
02/10/2023,Instagram,Post_26,Video,181,48,19,94984,120461
7/22/2023,Facebook,Post_34,Carousel,951,58,246,50092,90159
8/25/2023,Facebook,Post_100,Image,425,29,208,25261,73464
7/31/2023,Facebook,Post_12,Carousel,504,163,231,99502,59823
2/19/2023,Instagram,Post_3,Image,350,277,218,60952,156633
4/19/2023,Facebook,Post_21,Carousel,270,226,155,18056,71338
5/25/2023,Twitter,Post_98,Image,47,440,9,61734,41988
12/30/2023,Facebook,Post_87,Image,720,261,119,96541,24813
03/12/2023,Twitter,Post_18,Video,83,155,112,7927,8817
05/09/2023,Facebook,Post_77,Text,396,40,107,55121,24372
07/02/2023,Twitter,Post_21,Carousel,522,293,134,51829,17730
04/03/2023,Instagram,Post_41,Carousel,249,396,299,51459,126173
3/30/2023,Facebook,Post_93,Text,910,491,195,2628,98386
03/04/2023,Instagram,Post_19,Carousel,230,347,22,33609,54293
2/24/2023,Facebook,Post_55,Text,278,51,131,24466,33889
12/09/2023,Facebook,Post_1,Text,457,288,154,13177,27171
12/05/2023,Facebook,Post_47,Text,832,325,146,53180,52266
9/19/2023,Instagram,Post_51,Text,700,107,72,53290,147533
10/25/2023,Twitter,Post_71,Carousel,533,490,202,15115,8257
7/29/2023,Instagram,Post_46,Text,679,355,96,67559,96708
11/05/2023,Facebook,Post_68,Image,735,152,47,56334,63880
4/23/2023,Instagram,Post_26,Carousel,749,62,190,19990,52023
09/04/2023,Facebook,Post_84,Text,788,91,19,28731,72068
6/23/2023,Facebook,Post_80,Carousel,759,395,262,41738,45446
04/12/2023,Twitter,Post_22,Carousel,323,61,276,63151,20742
12/01/2023,Twitter,Post_74,Carousel,638,331,109,50012,20498
05/02/2023,Facebook,Post_74,Video,196,25,213,67470,69223
11/19/2023,Twitter,Post_66,Carousel,855,447,105,87937,36338
03/06/2023,Instagram,Post_51,Text,522,307,285,13382,94049
04/05/2023,Facebook,Post_44,Image,972,201,277,36107,36102
10/29/2023,Twitter,Post_57,Video,426,16,246,90427,45718
06/01/2023,Instagram,Post_84,Carousel,406,1,144,51408,174978
06/05/2023,Instagram,Post_28,Carousel,433,103,198,53747,179869
6/26/2023,Twitter,Post_36,Carousel,69,363,137,96859,7654
06/02/2023,Instagram,Post_94,Carousel,442,13,47,8875,110304
12/31/2023,Twitter,Post_17,Text,894,441,257,61519,44565
04/08/2023,Instagram,Post_92,Image,569,483,74,32256,46165
1/14/2023,Instagram,Post_47,Video,162,86,128,58281,196770
12/21/2023,Twitter,Post_100,Image,23,110,177,84426,13883
02/11/2023,Facebook,Post_83,Image,860,74,75,64959,53284
3/18/2023,Instagram,Post_99,Video,872,308,145,23409,45378
4/13/2023,Twitter,Post_54,Video,722,14,8,17441,29407
1/24/2023,Twitter,Post_43,Video,503,108,293,19473,23994
11/05/2023,Twitter,Post_3,Image,623,479,269,33715,45866
12/27/2023,Twitter,Post_4,Image,334,397,215,87384,15476
7/24/2023,Twitter,Post_8,Video,333,114,199,60572,39449
04/06/2023,Twitter,Post_94,Carousel,213,396,180,89688,41963
3/18/2023,Facebook,Post_2,Carousel,817,425,208,71899,56751
04/05/2023,Facebook,Post_84,Text,313,114,108,28942,93521
09/05/2023,Facebook,Post_31,Image,568,297,60,38655,51072
02/04/2023,Twitter,Post_56,Image,809,142,65,41374,11334
6/28/2023,Twitter,Post_50,Carousel,944,95,56,36284,41804
10/12/2023,Instagram,Post_2,Video,1,1,265,11456,179798
7/13/2023,Instagram,Post_65,Text,720,445,157,40069,161364
6/24/2023,Facebook,Post_81,Text,208,457,37,69680,68896
06/08/2023,Instagram,Post_55,Video,443,265,1,13726,173822
8/30/2023,Twitter,Post_89,Video,506,348,129,77404,41730
2/24/2023,Instagram,Post_67,Text,292,359,208,62026,171529
10/13/2023,Instagram,Post_15,Text,913,438,268,31060,103277
07/04/2023,Instagram,Post_46,Image,845,328,83,38644,163746
9/28/2023,Instagram,Post_91,Carousel,233,38,21,91010,126176
10/17/2023,Twitter,Post_36,Image,872,256,160,99045,10237
7/22/2023,Twitter,Post_1,Carousel,776,342,113,5361,35386
1/19/2023,Instagram,Post_69,Image,144,79,133,46968,21175
1/17/2023,Facebook,Post_88,Carousel,137,491,60,16109,14994
04/10/2023,Facebook,Post_31,Text,854,11,149,99557,15314
4/16/2023,Twitter,Post_71,Image,50,363,250,29683,35244
5/23/2023,Facebook,Post_55,Text,173,427,26,43770,32956
12/14/2023,Twitter,Post_56,Video,63,444,158,65735,12837
7/18/2023,Twitter,Post_19,Image,36,485,229,50151,29424
7/19/2023,Facebook,Post_40,Video,379,377,123,38667,99374
4/19/2023,Facebook,Post_95,Text,387,75,97,55206,68874
10/05/2023,Instagram,Post_54,Carousel,661,391,156,95400,74123
6/13/2023,Instagram,Post_78,Image,216,275,199,67124,153159
4/15/2023,Instagram,Post_50,Video,509,92,278,13043,130328
08/11/2023,Facebook,Post_37,Text,363,414,66,9547,55162
01/02/2023,Instagram,Post_50,Text,703,230,166,93714,35383
02/10/2023,Instagram,Post_44,Text,125,384,294,88708,129379
04/12/2023,Facebook,Post_51,Image,775,256,224,37676,73816
3/19/2023,Instagram,Post_81,Image,330,448,280,22527,30134
11/05/2023,Instagram,Post_26,Video,501,433,226,62784,35144
2/20/2023,Twitter,Post_36,Video,338,186,83,16313,17667
08/06/2023,Twitter,Post_2,Video,289,360,160,7444,45792
01/09/2023,Twitter,Post_49,Text,535,401,106,55650,34508
6/15/2023,Facebook,Post_31,Video,997,56,214,97556,63232
1/30/2023,Facebook,Post_21,Text,339,389,231,25065,16632
6/13/2023,Facebook,Post_40,Image,680,85,158,17752,62745
11/03/2023,Twitter,Post_56,Image,220,233,32,99439,43992
7/14/2023,Twitter,Post_25,Image,53,335,70,67832,23542
9/28/2023,Instagram,Post_22,Carousel,193,435,267,75801,102384
7/14/2023,Facebook,Post_79,Text,577,427,27,15773,63417
6/26/2023,Instagram,Post_3,Text,380,4,162,7409,162886
5/23/2023,Instagram,Post_72,Video,133,279,23,85963,165003
10/06/2023,Facebook,Post_94,Image,92,452,238,45892,24528
5/24/2023,Instagram,Post_71,Image,789,196,93,16537,20510
11/18/2023,Twitter,Post_3,Video,599,9,207,48728,32891
1/28/2023,Facebook,Post_58,Image,797,191,1,62652,99520
12/24/2023,Twitter,Post_88,Text,866,48,168,78523,26374
09/08/2023,Facebook,Post_57,Carousel,595,499,277,89404,90955
05/09/2023,Instagram,Post_14,Text,316,10,84,31874,78346
01/06/2023,Instagram,Post_11,Image,166,182,79,27202,85982
7/29/2023,Instagram,Post_76,Carousel,976,197,180,38531,109495
12/22/2023,Facebook,Post_86,Image,172,119,222,11337,25214
12/09/2023,Twitter,Post_17,Carousel,836,182,136,95918,22442
07/06/2023,Facebook,Post_55,Carousel,779,244,98,17732,57072
11/02/2023,Instagram,Post_92,Image,820,458,197,43697,175157
9/14/2023,Instagram,Post_59,Video,73,392,221,19946,125417
1/31/2023,Instagram,Post_3,Text,740,1,157,25727,132819
6/26/2023,Instagram,Post_65,Text,684,476,70,57598,77910
08/11/2023,Facebook,Post_54,Image,963,68,139,72267,73703
10/22/2023,Twitter,Post_98,Text,351,90,109,30702,26005
05/04/2023,Twitter,Post_97,Video,570,203,220,64655,11452
04/10/2023,Facebook,Post_11,Video,215,453,37,51184,68202
10/30/2023,Twitter,Post_75,Image,272,63,181,14988,12385
8/19/2023,Facebook,Post_69,Video,913,271,124,10858,45030
04/02/2023,Twitter,Post_94,Image,458,346,113,27018,6223
8/21/2023,Instagram,Post_90,Carousel,976,344,251,29714,60788
11/11/2023,Facebook,Post_58,Text,729,93,162,5874,37486
4/26/2023,Facebook,Post_99,Image,55,449,156,70413,26342
11/12/2023,Facebook,Post_49,Text,531,257,255,93115,63455
11/20/2023,Twitter,Post_96,Video,780,302,61,3841,16739
02/09/2023,Facebook,Post_45,Image,352,131,29,44738,26161
7/24/2023,Twitter,Post_96,Text,523,326,206,7144,37193
11/11/2023,Instagram,Post_6,Text,269,269,103,54001,136009
8/30/2023,Twitter,Post_67,Image,938,140,273,3828,33703
01/08/2023,Facebook,Post_22,Carousel,618,60,239,85956,14478
5/31/2023,Instagram,Post_83,Image,264,491,163,3017,44858
12/13/2023,Instagram,Post_49,Carousel,143,140,226,24864,146896
11/05/2023,Facebook,Post_33,Carousel,314,141,96,41415,55510
7/22/2023,Twitter,Post_95,Text,985,295,9,5097,44984
12/21/2023,Twitter,Post_36,Text,259,167,39,76476,31175
11/07/2023,Twitter,Post_38,Image,960,447,151,64369,49118
9/19/2023,Instagram,Post_89,Video,171,437,111,75353,185827
11/06/2023,Facebook,Post_43,Video,385,215,219,69740,47187
9/16/2023,Instagram,Post_9,Video,14,243,136,4675,45202
7/20/2023,Facebook,Post_95,Image,8,142,285,42762,30164
11/26/2023,Facebook,Post_62,Video,189,169,29,47653,53911
11/25/2023,Twitter,Post_84,Carousel,1000,113,251,15732,34004
3/17/2023,Facebook,Post_4,Video,926,443,59,65899,73556
3/24/2023,Twitter,Post_1,Text,569,366,233,43659,29769
07/04/2023,Twitter,Post_98,Text,61,64,27,74513,17586
05/09/2023,Twitter,Post_33,Video,41,172,230,17043,34302
3/29/2023,Instagram,Post_19,Text,400,435,107,86727,31343
12/10/2023,Facebook,Post_22,Text,343,277,24,98189,86181
12/23/2023,Facebook,Post_38,Text,254,406,289,5321,18672
10/18/2023,Instagram,Post_32,Image,318,486,277,88660,194238
2/19/2023,Facebook,Post_28,Text,948,307,71,96497,63309
01/01/2023,Instagram,Post_84,Carousel,321,23,285,91517,30945
7/19/2023,Instagram,Post_38,Text,12,208,132,54764,61980
06/05/2023,Facebook,Post_76,Image,993,288,228,95647,30919
1/18/2023,Facebook,Post_89,Text,188,215,103,89921,79398
11/30/2023,Twitter,Post_17,Text,785,337,120,85246,43311
1/18/2023,Facebook,Post_34,Text,541,324,279,16350,49771
1/18/2023,Twitter,Post_8,Video,455,387,15,87944,10626
3/27/2023,Instagram,Post_23,Image,407,172,111,40256,39152
01/02/2023,Instagram,Post_66,Carousel,884,209,146,66082,52825
1/28/2023,Twitter,Post_98,Carousel,472,435,194,7580,45780
7/25/2023,Instagram,Post_71,Carousel,370,144,98,30898,150970
4/30/2023,Twitter,Post_59,Video,943,386,102,25467,12016
1/29/2023,Facebook,Post_67,Video,963,121,224,57450,19148
12/29/2023,Instagram,Post_76,Image,88,165,140,65307,150185
04/10/2023,Instagram,Post_51,Carousel,374,75,26,2848,120073
11/03/2023,Instagram,Post_37,Text,519,193,245,98279,171507
12/31/2023,Instagram,Post_76,Video,706,370,174,57437,151049
11/20/2023,Facebook,Post_70,Text,215,275,39,66697,94921
12/17/2023,Instagram,Post_84,Image,367,365,78,19737,63331
8/17/2023,Instagram,Post_99,Video,20,332,39,34111,179173
5/31/2023,Twitter,Post_93,Text,749,313,105,72590,40365
9/16/2023,Instagram,Post_10,Image,318,383,17,68269,44232
6/29/2023,Twitter,Post_76,Image,592,65,81,58085,32967
10/02/2023,Facebook,Post_54,Image,46,151,115,92964,73685
12/31/2023,Instagram,Post_77,Video,257,191,40,16982,171400
10/10/2023,Instagram,Post_80,Text,937,301,292,6562,170344
12/09/2023,Instagram,Post_82,Text,499,176,29,54359,166951
03/04/2023,Instagram,Post_77,Video,72,304,66,53724,79415
6/26/2023,Facebook,Post_11,Text,915,117,203,91470,55728
07/11/2023,Facebook,Post_78,Carousel,632,254,38,59963,26155
2/16/2023,Twitter,Post_4,Text,403,262,158,5260,39480
6/26/2023,Facebook,Post_11,Video,359,91,210,91185,12811
2/22/2023,Twitter,Post_57,Image,742,229,51,95197,44428
1/27/2023,Facebook,Post_87,Video,116,83,194,44518,21310
5/15/2023,Instagram,Post_69,Carousel,835,293,206,12105,188534
01/09/2023,Facebook,Post_24,Text,712,96,238,43272,46600
01/02/2023,Twitter,Post_78,Image,839,170,165,33828,43063
9/16/2023,Instagram,Post_30,Image,381,416,177,76869,85426
10/05/2023,Facebook,Post_15,Image,457,341,54,6580,59090
10/10/2023,Facebook,Post_88,Image,886,481,67,14420,27543
7/16/2023,Twitter,Post_4,Carousel,860,38,31,53971,21085
8/18/2023,Twitter,Post_3,Video,73,403,121,47525,38257
7/13/2023,Facebook,Post_83,Carousel,836,93,113,35386,36600
4/29/2023,Twitter,Post_77,Image,882,367,206,21052,28859
12/26/2023,Twitter,Post_28,Carousel,404,59,19,91145,39589
7/15/2023,Facebook,Post_13,Image,176,233,238,19635,13512
07/06/2023,Facebook,Post_37,Image,653,375,197,30943,89188
07/04/2023,Facebook,Post_100,Image,825,142,99,81311,12916
11/06/2023,Twitter,Post_98,Text,456,186,25,93778,26282
03/02/2023,Facebook,Post_1,Video,159,381,220,80861,96730
1/23/2023,Instagram,Post_14,Text,944,78,132,6064,97089
12/15/2023,Twitter,Post_19,Text,386,360,46,43238,31517
10/10/2023,Facebook,Post_16,Carousel,64,50,50,53057,94481
10/13/2023,Twitter,Post_58,Text,391,319,230,1909,32599
08/03/2023,Twitter,Post_7,Text,830,319,133,59160,38831
09/08/2023,Twitter,Post_38,Text,80,132,188,72756,18823
3/16/2023,Instagram,Post_32,Video,640,355,250,37523,191272
01/09/2023,Facebook,Post_84,Video,458,218,131,92829,38964
02/10/2023,Instagram,Post_70,Image,610,284,206,12277,128197
03/11/2023,Instagram,Post_92,Text,309,163,162,87394,41489
2/18/2023,Twitter,Post_35,Video,234,11,206,15358,31696
04/05/2023,Twitter,Post_66,Text,621,497,163,41837,44325
12/11/2023,Instagram,Post_15,Carousel,316,72,285,56956,32587
07/07/2023,Instagram,Post_20,Image,701,135,149,58278,33884
08/10/2023,Twitter,Post_64,Text,187,285,69,50613,45397
1/20/2023,Facebook,Post_94,Video,971,288,195,10598,82597
2/28/2023,Facebook,Post_60,Video,762,462,190,25492,74788
3/28/2023,Facebook,Post_28,Carousel,275,308,70,94408,66328
03/05/2023,Facebook,Post_26,Text,70,165,278,17471,77499
7/24/2023,Instagram,Post_96,Image,885,453,222,23185,41858
7/25/2023,Instagram,Post_12,Video,23,462,174,56429,161554
2/25/2023,Facebook,Post_39,Image,971,119,170,12747,98483
07/05/2023,Twitter,Post_9,Image,637,245,135,65123,25809
04/01/2023,Twitter,Post_100,Image,84,199,133,90498,29619
7/19/2023,Instagram,Post_98,Video,805,139,136,76341,160513
05/07/2023,Instagram,Post_59,Video,808,486,119,76192,173782
8/27/2023,Twitter,Post_20,Text,978,99,27,98208,49799
03/11/2023,Instagram,Post_86,Image,380,192,66,80902,174070
10/24/2023,Facebook,Post_12,Text,534,50,219,15738,56730
07/12/2023,Twitter,Post_73,Video,661,460,17,86931,21441
03/03/2023,Instagram,Post_13,Video,757,44,11,21550,95798
7/31/2023,Instagram,Post_34,Image,479,276,151,25643,166628
10/27/2023,Twitter,Post_76,Text,720,349,257,56590,5536
10/13/2023,Twitter,Post_86,Carousel,595,41,296,34761,5315
4/14/2023,Facebook,Post_40,Video,925,200,83,41230,69327
7/31/2023,Instagram,Post_12,Video,790,205,121,52019,28431
11/24/2023,Twitter,Post_57,Carousel,480,383,62,71515,13690
4/26/2023,Twitter,Post_39,Image,333,442,179,75403,19495
12/03/2023,Twitter,Post_98,Video,220,136,271,11208,35825
05/05/2023,Twitter,Post_41,Image,383,92,219,37012,10262
03/08/2023,Instagram,Post_22,Text,244,364,289,67322,157491
10/01/2023,Facebook,Post_21,Text,370,378,257,15194,74522
3/26/2023,Twitter,Post_54,Image,425,61,157,7940,8502
12/14/2023,Facebook,Post_59,Video,825,476,154,96439,37486
12/25/2023,Facebook,Post_96,Text,387,128,57,15790,16654
2/13/2023,Facebook,Post_80,Carousel,661,91,25,87407,88178
5/30/2023,Twitter,Post_94,Video,945,490,190,21357,34800
04/06/2023,Instagram,Post_3,Video,866,425,86,46217,116967
08/03/2023,Facebook,Post_39,Text,479,364,85,38378,94595
06/11/2023,Facebook,Post_4,Image,707,493,110,71124,44015
6/14/2023,Facebook,Post_41,Carousel,169,434,279,71240,92249
3/18/2023,Instagram,Post_76,Video,703,87,27,98370,61095
05/12/2023,Twitter,Post_86,Carousel,139,35,152,97029,11302
10/16/2023,Instagram,Post_28,Carousel,823,149,292,20284,45918
09/02/2023,Twitter,Post_93,Image,305,52,182,72908,45968
7/17/2023,Twitter,Post_72,Text,472,143,113,35231,43992
12/03/2023,Twitter,Post_10,Carousel,743,97,111,39528,11177
8/19/2023,Twitter,Post_20,Text,73,150,236,67771,49287
8/29/2023,Facebook,Post_2,Image,713,156,13,84233,91910
4/15/2023,Twitter,Post_72,Text,656,171,56,51850,22779
10/16/2023,Instagram,Post_16,Text,758,300,59,59828,129000
12/15/2023,Twitter,Post_63,Image,161,277,271,83681,38427
01/06/2023,Facebook,Post_79,Video,163,254,37,44872,74221
12/20/2023,Facebook,Post_92,Text,492,181,124,60857,44530
10/01/2023,Facebook,Post_57,Text,915,394,115,62088,56788
12/30/2023,Twitter,Post_71,Video,430,453,251,21336,6201
10/07/2023,Facebook,Post_28,Image,714,213,216,36484,76899
7/14/2023,Instagram,Post_29,Text,630,366,180,84467,49443
08/12/2023,Facebook,Post_42,Carousel,884,309,24,47333,24853
5/15/2023,Facebook,Post_58,Text,828,207,39,43508,87789
10/21/2023,Twitter,Post_8,Video,501,383,159,73003,37040
6/28/2023,Instagram,Post_19,Text,681,342,276,26367,44247
10/28/2023,Instagram,Post_61,Video,496,493,286,64467,157666
